,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,0.002700938257075907,0.008410773254615995,-0.00937000594207626,0.0013955519055172563,0.00332226219197786,0.004212380076925267,0.0007037917067137724,0.0026436391850606,-0.005808433774605776,0.01400696944890746,-0.011440184124839632,-0.008860727498150898,0.006626302170495378,-0.0018503148441186893,-0.016034197990641465,0.0017273983613238352
1,-0.011287690394680128,0.002700938257075907,0.008410773254615995,-0.00937000594207626,0.0013955519055172563,0.00332226219197786,0.004212380076925267,0.0007037917067137724,-0.01685324943316312,-0.005808433774605776,0.01400696944890746,-0.011440184124839632,-0.008860727498150898,0.006626302170495378,-0.0018503148441186893,-0.016034197990641465
2,0.012418174449160133,-0.011287690394680128,0.002700938257075907,0.008410773254615995,-0.00937000594207626,0.0013955519055172563,0.00332226219197786,0.004212380076925267,0.04328775211752791,-0.01685324943316312,-0.005808433774605776,0.01400696944890746,-0.011440184124839632,-0.008860727498150898,0.006626302170495378,-0.0018503148441186893
3,-0.010220661148887651,0.012418174449160133,-0.011287690394680128,0.002700938257075907,0.008410773254615995,-0.00937000594207626,0.0013955519055172563,0.00332226219197786,-0.015535794527121944,0.04328775211752791,-0.01685324943316312,-0.005808433774605776,0.01400696944890746,-0.011440184124839632,-0.008860727498150898,0.006626302170495378
4,-0.019416364211104684,-0.010220661148887651,0.012418174449160133,-0.011287690394680128,0.002700938257075907,0.008410773254615995,-0.00937000594207626,0.0013955519055172563,-0.01740408915761122,-0.015535794527121944,0.04328775211752791,-0.01685324943316312,-0.005808433774605776,0.01400696944890746,-0.011440184124839632,-0.008860727498150898
5,-0.022544071865518076,-0.019416364211104684,-0.010220661148887651,0.012418174449160133,-0.011287690394680128,0.002700938257075907,0.008410773254615995,-0.00937000594207626,-0.0508805670022881,-0.01740408915761122,-0.015535794527121944,0.04328775211752791,-0.01685324943316312,-0.005808433774605776,0.01400696944890746,-0.011440184124839632
6,0.005114633489588099,-0.022544071865518076,-0.019416364211104684,-0.010220661148887651,0.012418174449160133,-0.011287690394680128,0.002700938257075907,0.008410773254615995,0.02657176228925408,-0.0508805670022881,-0.01740408915761122,-0.015535794527121944,0.04328775211752791,-0.01685324943316312,-0.005808433774605776,0.01400696944890746
7,-0.004199385393481015,0.005114633489588099,-0.022544071865518076,-0.019416364211104684,-0.010220661148887651,0.012418174449160133,-0.011287690394680128,0.002700938257075907,0.01400949529158727,0.02657176228925408,-0.0508805670022881,-0.01740408915761122,-0.015535794527121944,0.04328775211752791,-0.01685324943316312,-0.005808433774605776
8,0.00474583349451048,-0.004199385393481015,0.005114633489588099,-0.022544071865518076,-0.019416364211104684,-0.010220661148887651,0.012418174449160133,-0.011287690394680128,0.009395367596823734,0.01400949529158727,0.02657176228925408,-0.0508805670022881,-0.01740408915761122,-0.015535794527121944,0.04328775211752791,-0.01685324943316312
9,-0.01153858955649378,0.00474583349451048,-0.004199385393481015,0.005114633489588099,-0.022544071865518076,-0.019416364211104684,-0.010220661148887651,0.012418174449160133,-0.04221918148016907,0.009395367596823734,0.01400949529158727,0.02657176228925408,-0.0508805670022881,-0.01740408915761122,-0.015535794527121944,0.04328775211752791
